
19.,现代图书情报技术,中国科学院文献情报中心,CN11-2856/G2
20.,中国图书馆学报,中国图书馆学会、国家图书馆,CN11-2746/G2
序号,期刊名称,主办(管)单位,CN号
1.,北京大学教育评论,北京大学,CN11-4848/G4
2.,比较教育研究,北京师范大学,CN11-2878/G4
3.,大学教育科学,湖南大学等,CN43-1398/G4
4.,电化教育研究,西北师范大学等,CN62-1022/G4
5.,复旦教育论坛,复旦大学,CN31-1891/G4
6.,高等工程教育研究,华中科技大学等,CN42-1026/G4
7.,高等教育研究,华中科技大学等,CN42-1024/G4
8.,高教探索,广东省高等教育学会,CN44-1109/G4
9.,国家教育行政学院学报,国家教育行政学院,CN11-5047/D
10.,湖南师范大学教育科学学报,湖南师范大学,CN43-1381/G4
11.,华东师范大学学报(教育科学版),华东师范大学,CN31-1007/G4
12.,江苏高教,江苏教育报刊总社,CN32-1048/G4
13.,教师教育研究,教育部高校师资培训交流北京中心等,CN11-5147/G4
14.,教育发展研究,上海市教育科学研究院等,CN31-1772/G4
15.,教育科学,辽宁师范大学,CN21-1066/G4
16.,教育学报,北京师范大学,CN11-5306/G4
17.,教育研究,中央教育科学研究所,CN11-1281/G4
18.,教育研究与实验,华中师范大学,CN42-1041/G4
19.,教育与经济,华中师范大学、中国教育经济学研究会,CN42-1268/G4
20.,开放教育研究,上海远程教育集团、上海电视大学,CN31-1724/G4
21.,课程.教材.教法,人民教育出版社课程教材研究所,CN11-1278/G4
22.,清华大学教育研究,清华大学,CN11-1610/G4
23.,全球教育展望,华东师范大学,CN31-1842/G4
24.,外国教育研究,东北师范大学,CN22-1022/G4
25.,现代大学教育,湖南省高等教育学会等,CN43-1358/G4
26.,现代教育技术,清华大学,CN11-4525/N
27.,现代远程教育研究,四川广播电视大学,CN51-1580/G4
28.,现代远距离教育,黑龙江广播电视大学等,CN23-1066/G4
29.,学前教育研究,中国学前教育研究会、长沙师范学校,CN43-1038/G4
30.,学位与研究生教育,国务院学位委员会,CN11-1736/G4
31.,远程教育杂志,浙江广播电视大学,CN33-1304/G4
32.,中国电化教育,中央电化教育馆,CN11-3792/G4
33.,中国高等教育,中国教育报刊社,CN11-1200/G4
